rsi_oversold,rsi_buy_exit,rsi_overbought,rsi_sell_exit,golden_cross,ma_short,total_trades,win_rate,total_invested,total_profit,total_return,max_water
30,40,65,45,OFF,50,7,100.0,9000,1545.6811391497347,17.174234879441496,2
30,45,70,50,ON,40,7,100.0,8000,1498.0256699821325,18.725320874776656,2
30,45,65,50,ON,40,7,100.0,8000,1498.0256699821325,18.725320874776656,2
30,40,70,55,OFF,50,7,100.0,9000,1496.747768802738,16.630530764474866,2
30,40,70,55,OFF,40,7,100.0,9000,1496.747768802738,16.630530764474866,2
30,35,70,55,ON,40,8,100.0,10000,1486.369346428177,14.863693464281772,2
30,35,70,55,ON,50,8,100.0,10000,1474.8778342653557,14.748778342653557,2
30,35,70,45,ON,40,7,100.0,10000,1470.5438657150514,14.705438657150513,2
30,35,65,45,ON,40,7,100.0,10000,1470.5438657150514,14.705438657150513,2
30,35,65,40,ON,40,7,100.0,10000,1469.7317466238069,14.697317466238069,2
30,35,70,40,ON,40,7,100.0,10000,1469.7317466238069,14.697317466238069,2
30,40,65,40,ON,40,7,100.0,9000,1450.9162952074716,16.121292168971905,2
30,40,70,40,ON,40,7,100.0,9000,1450.9162952074716,16.121292168971905,2
30,40,70,45,ON,40,7,100.0,9000,1448.5052529023205,16.094502810025784,2
30,40,65,45,ON,40,7,100.0,9000,1448.5052529023205,16.094502810025784,2
30,35,65,55,OFF,40,7,100.0,10000,1418.9125579204094,14.189125579204095,2
30,35,65,55,OFF,50,7,100.0,10000,1418.9125579204094,14.189125579204095,2
30,45,65,40,OFF,50,7,100.0,8000,1407.1410292376345,17.58926286547043,2
30,45,70,40,OFF,40,7,100.0,8000,1407.1410292376345,17.58926286547043,2
30,45,70,40,OFF,50,7,100.0,8000,1407.1410292376345,17.58926286547043,2
30,45,65,40,OFF,40,7,100.0,8000,1407.1410292376345,17.58926286547043,2
30,45,70,50,ON,50,7,100.0,8000,1406.8559106454863,17.58569888306858,2
30,45,65,50,ON,50,7,100.0,8000,1406.8559106454863,17.58569888306858,2
30,45,65,50,OFF,40,7,100.0,8000,1405.1324770270219,17.564155962837773,2
30,45,65,50,OFF,50,7,100.0,8000,1405.1324770270219,17.564155962837773,2
30,45,70,50,OFF,50,7,100.0,8000,1405.1324770270219,17.564155962837773,2
30,45,70,50,OFF,40,7,100.0,8000,1405.1324770270219,17.564155962837773,2
30,40,70,55,ON,40,8,100.0,9000,1404.5229491021062,15.605810545578958,2
30,40,70,55,ON,50,8,100.0,9000,1393.031436939285,15.478127077103165,2
30,35,65,45,ON,50,7,100.0,10000,1380.4946892156781,13.80494689215678,2
30,35,70,45,ON,50,7,100.0,10000,1380.4946892156781,13.80494689215678,2
30,35,70,40,ON,50,7,100.0,10000,1372.3390343842211,13.723390343842212,2
30,35,65,40,ON,50,7,100.0,10000,1372.3390343842211,13.723390343842212,2
30,45,70,55,OFF,40,7,100.0,8000,1360.4302669065999,17.005378336332498,2
30,45,70,55,OFF,50,7,100.0,8000,1360.4302669065999,17.005378336332498,2
30,40,70,45,ON,50,7,100.0,9000,1358.4560764029472,15.09395640447719,2
30,40,65,45,ON,50,7,100.0,9000,1358.4560764029472,15.09395640447719,2
30,40,65,40,ON,50,7,100.0,9000,1353.5235829678861,15.039150921865401,2
30,40,70,40,ON,50,7,100.0,9000,1353.5235829678861,15.039150921865401,2
30,45,65,40,ON,40,7,100.0,8000,1321.2561736024509,16.515702170030636,2
30,45,70,40,ON,40,7,100.0,8000,1321.2561736024509,16.515702170030636,2
30,45,70,55,ON,40,7,100.0,8000,1318.3042386975756,16.478802983719696,2
30,45,70,55,ON,50,7,100.0,8000,1306.8127265347541,16.335159081684427,2
30,45,70,45,OFF,50,7,100.0,8000,1306.4929633553197,16.331162041941496,2
30,45,65,45,OFF,50,7,100.0,8000,1306.4929633553197,16.331162041941496,2
30,45,70,45,OFF,40,7,100.0,8000,1306.4929633553197,16.331162041941496,2
30,45,65,45,OFF,40,7,100.0,8000,1306.4929633553197,16.331162041941496,2
30,45,65,45,ON,40,7,100.0,8000,1263.7609471007077,15.797011838758845,2
30,45,70,45,ON,40,7,100.0,8000,1263.7609471007077,15.797011838758845,2
30,45,65,40,ON,50,6,100.0,8000,1251.6336148180342,15.645420185225428,2
30,45,70,40,ON,50,6,100.0,8000,1251.6336148180342,15.645420185225428,2
30,40,65,55,OFF,50,7,100.0,9000,1238.0776708118253,13.756418564575837,2
30,40,65,55,OFF,40,7,100.0,9000,1238.0776708118253,13.756418564575837,2
30,45,65,45,ON,50,7,100.0,8000,1173.7117706013346,14.671397132516685,2
30,45,70,45,ON,50,7,100.0,8000,1173.7117706013346,14.671397132516685,2
30,35,65,55,ON,40,8,100.0,10000,1129.5758264899632,11.295758264899632,2
30,35,65,55,ON,50,8,100.0,10000,1118.0843143271418,11.180843143271419,2
30,45,65,55,OFF,40,7,100.0,8000,1101.7601689156872,13.772002111446092,2
30,45,65,55,OFF,50,7,100.0,8000,1101.7601689156872,13.772002111446092,2
30,40,65,55,ON,40,8,100.0,9000,1040.1087076082108,11.556763417869009,2
30,40,65,55,ON,50,8,100.0,9000,1028.6171954453896,11.429079949393216,2
30,45,65,55,ON,40,7,100.0,8000,953.8899972036801,11.923624965046,2
30,45,65,55,ON,50,7,100.0,8000,942.3984850408586,11.779981063010734,2
